t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz  
161 30 30 0 0 0 0 50 0 0 0 0 0 0  88
162 30 30 0 0 0 0 50 0 0 0 0 0 0  91
163 30 30 0 0 0 0 50 0 0 0 0 0 0  88
164 30 30 0 0 0 0 50 0 0 0 0 0 0  77
165 30 30 0 0 0 0 50 0 0 0 0 0 0  53
166 30 30 0 0 0 0 50 0 0 0 0 0 0  80
167 30 30 0 0 0 0 50 0 0 0 0 0 0  100
168 30 30 0 0 0 0 50 0 0 0 0 0 0  82
169 30 30 0 0 0 0 50 0 0 0 0 0 0  91
170 30 30 0 0 0 0 50 0 0 0 0 0 0  54
171 30 30 0 0 0 0 50 0 0 0 0 0 0  96
172 30 30 0 0 0 0 50 0 0 0 0 0 0  65
173 30 30 0 0 0 0 50 0 0 0 0 0 0  66
174 30 30 0 0 0 0 50 0 0 0 0 0 0  86
175 30 30 0 0 0 0 50 0 0 0 0 0 0  91
176 30 30 0 0 0 0 50 0 0 0 0 0 0  66
177 30 30 0 0 0 0 50 0 0 0 0 0 0  75
178 30 30 0 0 0 0 50 0 0 0 0 0 0  57
179 30 30 0 0 0 0 50 0 0 0 0 0 0  75
180 30 30 0 0 0 0 50 0 0 0 0 0 0  60
181 30 30 0 0 0 0 50 0 0 0 0 0 0  100
182 30 30 0 0 0 0 50 0 0 0 0 0 0  56
183 30 30 0 0 0 0 50 0 0 0 0 0 0  71
184 30 30 0 0 0 0 50 0 0 0 0 0 0  64
185 30 30 0 0 0 0 50 0 0 0 0 0 0  59
186 30 30 0 0 0 0 50 0 0 0 0 0 0  62
187 30 30 0 0 0 0 50 0 0 0 0 0 0  59
188 30 30 0 0 0 0 50 0 0 0 0 0 0  77
189 30 30 0 0 0 0 50 0 0 0 0 0 0  79
190 30 30 0 0 0 0 50 0 0 0 0 0 0  53
191 30 30 0 0 0 0 50 0 0 0 0 0 0  74
192 30 30 0 0 0 0 50 0 0 0 0 0 0  66
193 30 30 0 0 0 0 50 0 0 0 0 0 0  95
194 30 30 0 0 0 0 50 0 0 0 0 0 0  61
195 30 30 0 0 0 0 50 0 0 0 0 0 0  94
196 30 30 0 0 0 0 50 0 0 0 0 0 0  98
197 30 30 0 0 0 0 50 0 0 0 0 0 0  92
198 30 30 0 0 0 0 50 0 0 0 0 0 0  94
199 30 30 0 0 0 0 50 0 0 0 0 0 0  80
200 30 30 0 0 0 0 50 0 0 0 0 0 0  83
201 30 30 0 0 0 0 50 0 0 0 0 0 0  98
202 30 30 0 0 0 0 50 0 0 0 0 0 0  76
203 30 30 0 0 0 0 50 0 0 0 0 0 0  98
204 30 30 0 0 0 0 50 0 0 0 0 0 0  64
205 30 30 0 0 0 0 50 0 0 0 0 0 0  61
206 30 30 0 0 0 0 50 0 0 0 0 0 0  89
207 30 30 0 0 0 0 50 0 0 0 0 0 0  81
208 30 30 0 0 0 0 108 0 0 0 0 0 0  145
209 30 30 0 0 0 0 108 0 0 0 0 0 0  155
210 30 30 0 0 0 0 108 0 0 0 0 0 0  113
211 30 30 0 0 0 0 108 0 0 0 0 0 0  155
212 30 30 0 0 0 0 108 0 0 0 0 0 0  154
213 30 30 0 0 0 0 108 0 0 0 0 0 0  120
214 30 30 0 0 0 0 108 0 0 0 0 0 0  126
215 30 30 0 0 0 0 108 0 0 0 0 0 0  117
216 30 30 0 0 0 0 108 0 0 0 0 0 0  130
217 30 30 0 0 0 0 108 0 0 0 0 0 0  138
218 30 30 0 0 0 0 108 0 0 0 0 0 0  127
219 30 30 0 0 0 0 108 0 0 0 0 0 0  158
220 30 30 0 0 0 0 108 0 0 0 0 0 0  116
221 30 30 0 0 0 0 108 0 0 0 0 0 0  131
222 30 30 0 0 0 0 108 0 0 0 0 0 0  131
223 30 30 0 0 0 0 108 0 0 0 0 0 0  133
